service_id,vehicle_id,service_date,service_type,resolution_days,service_cost
SERV-01648,VEH-0765,2025-10-10,Routine Maintenance,16,1264.28
SERV-01649,VEH-0120,2024-10-06,Routine Maintenance,5,579.6
SERV-01650,VEH-0689,2024-12-02,Repair,3,68.09
SERV-01651,VEH-0904,2024-08-02,Repair,25,314.52
SERV-01652,VEH-0126,2023-10-04,Inspection,16,646.71
SERV-01653,VEH-0034,2024-09-13,Emergency Repair,26,985.03
SERV-01654,VEH-0059,2024-05-25,Inspection,4,276.04
SERV-01655,VEH-0431,2023-02-14,Repair,17,282.51
SERV-01656,VEH-0301,2024-09-25,Emergency Repair,22,1424.95
SERV-01657,VEH-0094,2025-07-02,Inspection,30,879.49
SERV-01658,VEH-0902,2024-01-30,Repair,14,1400.6
SERV-01659,VEH-0830,2023-12-03,Routine Maintenance,17,597.46
SERV-01660,VEH-0023,2023-08-02,Repair,13,947.61
SERV-01661,VEH-0378,2024-04-28,Emergency Repair,6,1242.63
SERV-01662,VEH-0798,2025-06-11,Routine Maintenance,27,1054.02
SERV-01663,VEH-0986,2025-01-06,Inspection,21,980.74
SERV-01664,VEH-0871,2024-09-11,Repair,2,1214.84
SERV-01665,VEH-0047,2024-10-15,Repair,9,207.18
SERV-01666,VEH-0422,2023-12-16,Inspection,20,1179.26
SERV-01667,VEH-0849,2025-06-24,Routine Maintenance,8,459.2
SERV-01668,VEH-0342,2024-10-28,Routine Maintenance,7,915.81
SERV-01669,VEH-0636,2025-06-19,Repair,18,342.5
SERV-01670,VEH-0930,2025-12-07,Routine Maintenance,8,440.29
SERV-01671,VEH-0327,2024-08-01,Emergency Repair,2,119.67
SERV-01672,VEH-0035,2023-06-18,Inspection,1,1471.79
SERV-01673,VEH-0611,2025-07-16,Inspection,13,775.31
SERV-01674,VEH-0757,2024-03-03,Emergency Repair,24,565.96
SERV-01675,VEH-0733,2023-09-23,Routine Maintenance,11,640.57
SERV-01676,VEH-0350,2024-11-18,Repair,1,901.4
SERV-01677,VEH-0232,2024-06-29,Emergency Repair,19,1309.78
SERV-01678,VEH-0282,2022-11-06,Inspection,6,269.73
SERV-01679,VEH-0445,2025-05-28,Routine Maintenance,29,957.63
SERV-01680,VEH-0935,2024-11-14,Repair,26,1038.12
SERV-01681,VEH-0825,2024-06-19,Repair,17,798.64
SERV-01682,VEH-0249,2025-06-23,Inspection,15,1188.76
SERV-01683,VEH-0041,2024-11-28,Inspection,12,954.03
SERV-01684,VEH-0067,2024-08-10,Routine Maintenance,29,1083.51
SERV-01685,VEH-0840,2025-04-15,Repair,7,1495.66
SERV-01686,VEH-0583,2025-10-09,Routine Maintenance,5,872.01
SERV-01687,VEH-0878,2025-10-22,Routine Maintenance,26,71.67
SERV-01688,VEH-0807,2024-07-15,Routine Maintenance,16,186.47
SERV-01689,VEH-0767,2025-01-09,Repair,30,478.63
SERV-01690,VEH-0522,2023-07-29,Inspection,19,576.83
SERV-01691,VEH-0593,2022-11-02,Routine Maintenance,6,1080.45
SERV-01692,VEH-0908,2025-07-30,Inspection,16,1468.8
SERV-01693,VEH-0577,2025-05-25,Repair,4,1458.94
SERV-01694,VEH-0541,2025-04-25,Routine Maintenance,12,1295.55
SERV-01695,VEH-0431,2025-03-11,Emergency Repair,28,948.54
SERV-01696,VEH-0559,2023-07-21,Emergency Repair,12,793.09
SERV-01697,VEH-0148,2025-09-12,Inspection,12,171.06
SERV-01698,VEH-0550,2025-03-15,Emergency Repair,9,1322.24
SERV-01699,VEH-0052,2025-12-24,Routine Maintenance,20,1467.28
SERV-01700,VEH-0387,2023-02-06,Repair,23,1240.79
SERV-01701,VEH-0879,2022-05-14,Repair,28,202.68
SERV-01702,VEH-0833,2024-12-12,Repair,19,628.96
SERV-01703,VEH-0867,2024-06-16,Repair,13,1317.53
SERV-01704,VEH-0096,2025-03-17,Routine Maintenance,12,725.52
SERV-01705,VEH-0522,2025-03-08,Emergency Repair,4,174.44
SERV-01706,VEH-0227,2024-04-16,Emergency Repair,25,678.02
SERV-01707,VEH-0373,2025-05-06,Inspection,3,510.06
SERV-01708,VEH-0134,2025-12-16,Emergency Repair,7,1068.32
SERV-01709,VEH-0973,2025-01-12,Routine Maintenance,9,709.14
SERV-01710,VEH-0292,2025-06-05,Repair,16,261.0
SERV-01711,VEH-0936,2024-02-15,Inspection,19,95.42
SERV-01712,VEH-0274,2025-06-17,Emergency Repair,2,1407.87
SERV-01713,VEH-0973,2024-05-22,Emergency Repair,16,359.46
SERV-01714,VEH-0123,2023-12-13,Routine Maintenance,25,1041.32
SERV-01715,VEH-0157,2025-06-13,Inspection,21,305.35
SERV-01716,VEH-0789,2023-08-11,Routine Maintenance,9,637.35
SERV-01717,VEH-0703,2024-03-29,Emergency Repair,28,658.6
SERV-01718,VEH-0491,2024-07-26,Inspection,6,1254.3
SERV-01719,VEH-0617,2023-01-24,Emergency Repair,11,1446.88
SERV-01720,VEH-0503,2025-05-29,Repair,7,556.45
SERV-01721,VEH-0306,2025-02-27,Emergency Repair,16,826.48
SERV-01722,VEH-0845,2025-08-12,Repair,23,683.34
SERV-01723,VEH-0009,2025-11-08,Emergency Repair,27,64.4
SERV-01724,VEH-0043,2025-07-03,Repair,3,1097.95
SERV-01725,VEH-0969,2025-05-04,Repair,11,1012.89
SERV-01726,VEH-0186,2024-02-27,Routine Maintenance,5,1349.93
SERV-01727,VEH-0013,2023-12-27,Emergency Repair,28,508.79
SERV-01728,VEH-0561,2025-07-21,Emergency Repair,9,805.0
SERV-01729,VEH-0403,2022-08-01,Emergency Repair,27,1293.04
SERV-01730,VEH-0539,2025-04-05,Routine Maintenance,2,367.0
SERV-01731,VEH-0535,2025-02-10,Emergency Repair,23,841.83
SERV-01732,VEH-0108,2024-10-21,Emergency Repair,7,554.72
SERV-01733,VEH-0700,2023-05-22,Routine Maintenance,12,1229.98
SERV-01734,VEH-0902,2022-06-16,Inspection,29,495.1
SERV-01735,VEH-0677,2024-08-25,Emergency Repair,21,1498.62
SERV-01736,VEH-0817,2025-05-21,Emergency Repair,12,560.71
SERV-01737,VEH-0965,2025-08-19,Emergency Repair,17,1462.4
SERV-01738,VEH-0309,2024-06-22,Routine Maintenance,30,304.93
SERV-01739,VEH-0723,2024-07-29,Inspection,6,851.49
SERV-01740,VEH-0876,2025-02-15,Emergency Repair,13,463.29
SERV-01741,VEH-0788,2024-12-14,Inspection,23,949.55
SERV-01742,VEH-0840,2024-06-24,Routine Maintenance,26,1263.99
SERV-01743,VEH-0588,2024-07-22,Routine Maintenance,20,1402.12
SERV-01744,VEH-0914,2024-10-20,Emergency Repair,24,1140.0
SERV-01745,VEH-0874,2025-07-04,Routine Maintenance,21,693.95
SERV-01746,VEH-0257,2025-04-02,Routine Maintenance,22,470.36
SERV-01747,VEH-0785,2024-12-17,Repair,8,1176.48
SERV-01748,VEH-0970,2025-08-16,Emergency Repair,4,333.56
SERV-01749,VEH-0236,2025-04-04,Routine Maintenance,12,1453.04
SERV-01750,VEH-0279,2025-09-16,Emergency Repair,30,1239.61
SERV-01751,VEH-0043,2025-10-20,Emergency Repair,1,1412.44
SERV-01752,VEH-0050,2025-10-30,Repair,17,461.23
SERV-01753,VEH-0652,2025-11-27,Inspection,10,1265.8
SERV-01754,VEH-0880,2025-06-11,Emergency Repair,22,400.25
SERV-01755,VEH-0507,2024-12-01,Routine Maintenance,1,88.06
SERV-01756,VEH-0462,2025-06-20,Inspection,11,297.1
SERV-01757,VEH-0593,2025-07-18,Emergency Repair,8,855.82
SERV-01758,VEH-0121,2024-11-15,Repair,20,984.43
SERV-01759,VEH-0263,2022-11-16,Emergency Repair,5,1412.12
SERV-01760,VEH-0323,2025-07-12,Repair,13,1361.05
SERV-01761,VEH-0892,2025-02-04,Repair,14,384.91
SERV-01762,VEH-0766,2023-02-06,Routine Maintenance,21,886.55
SERV-01763,VEH-0154,2025-05-23,Inspection,27,851.71
SERV-01764,VEH-0499,2024-01-25,Repair,3,185.23
SERV-01765,VEH-0717,2025-01-20,Routine Maintenance,21,1166.55
SERV-01766,VEH-0965,2025-02-01,Routine Maintenance,20,1075.99
SERV-01767,VEH-0316,2023-03-03,Emergency Repair,1,1126.39
SERV-01768,VEH-0769,2023-01-23,Emergency Repair,21,965.68
SERV-01769,VEH-0020,2024-05-15,Repair,8,996.16
SERV-01770,VEH-0168,2023-05-20,Inspection,7,826.35
SERV-01771,VEH-0387,2024-02-27,Emergency Repair,25,427.7
SERV-01772,VEH-0215,2022-05-18,Inspection,3,1405.72
SERV-01773,VEH-0844,2022-10-18,Routine Maintenance,4,715.74
SERV-01774,VEH-0758,2025-06-17,Routine Maintenance,4,255.66
SERV-01775,VEH-0547,2024-06-21,Repair,3,162.2
SERV-01776,VEH-0930,2025-09-11,Inspection,30,1265.56
SERV-01777,VEH-0017,2024-09-03,Routine Maintenance,16,1203.39
SERV-01778,VEH-0209,2025-09-07,Routine Maintenance,16,1440.86
SERV-01779,VEH-0070,2023-08-20,Repair,22,658.87
SERV-01780,VEH-0830,2024-02-27,Emergency Repair,26,283.6
SERV-01781,VEH-0873,2024-02-05,Routine Maintenance,29,309.08
SERV-01782,VEH-0062,2025-08-09,Routine Maintenance,4,1465.08
SERV-01783,VEH-0588,2025-04-12,Emergency Repair,20,919.99
SERV-01784,VEH-0056,2024-09-06,Repair,17,1125.46
SERV-01785,VEH-0324,2024-03-03,Repair,20,92.86
SERV-01786,VEH-0435,2024-11-29,Repair,7,1306.97
SERV-01787,VEH-0720,2024-04-18,Repair,1,524.93
SERV-01788,VEH-0775,2024-12-12,Routine Maintenance,24,1052.82
SERV-01789,VEH-0167,2024-05-06,Inspection,9,748.28
SERV-01790,VEH-0013,2023-09-04,Inspection,23,849.67
SERV-01791,VEH-0462,2025-03-30,Emergency Repair,24,1223.07
SERV-01792,VEH-0884,2025-08-16,Emergency Repair,30,329.93
SERV-01793,VEH-0359,2024-12-28,Repair,22,1276.75
SERV-01794,VEH-0327,2025-03-31,Emergency Repair,4,896.29
SERV-01795,VEH-0517,2025-06-30,Inspection,6,1201.44
SERV-01796,VEH-0089,2025-05-24,Emergency Repair,29,696.93
SERV-01797,VEH-0161,2025-04-08,Inspection,27,512.19
SERV-01798,VEH-0716,2024-10-13,Emergency Repair,14,339.6
SERV-01799,VEH-0683,2025-04-09,Inspection,29,967.41
SERV-01800,VEH-0307,2024-01-06,Emergency Repair,6,1339.7
SERV-01801,VEH-0551,2025-04-10,Inspection,19,644.22
SERV-01802,VEH-0281,2024-12-28,Inspection,13,93.41
SERV-01803,VEH-0245,2023-04-03,Inspection,14,1196.8
SERV-01804,VEH-0963,2025-06-07,Repair,3,362.02
SERV-01805,VEH-0063,2024-06-29,Inspection,5,1180.3
SERV-01806,VEH-0587,2024-12-08,Routine Maintenance,11,1048.02
SERV-01807,VEH-0293,2024-08-20,Repair,15,872.83
SERV-01808,VEH-0243,2024-04-04,Repair,18,146.04
SERV-01809,VEH-0954,2024-05-28,Repair,17,365.32
SERV-01810,VEH-0765,2025-08-28,Inspection,23,931.46
SERV-01811,VEH-0628,2025-11-05,Routine Maintenance,19,1344.36
SERV-01812,VEH-0705,2025-08-30,Emergency Repair,11,1229.42
SERV-01813,VEH-0808,2023-11-17,Repair,2,1213.95
SERV-01814,VEH-0700,2025-02-10,Routine Maintenance,9,660.79
SERV-01815,VEH-0402,2024-05-29,Emergency Repair,6,922.07
SERV-01816,VEH-0816,2025-02-19,Emergency Repair,8,885.8
SERV-01817,VEH-0887,2024-10-22,Routine Maintenance,21,1185.79
SERV-01818,VEH-0976,2025-05-13,Routine Maintenance,30,719.57
SERV-01819,VEH-0113,2025-02-17,Emergency Repair,2,1348.95
SERV-01820,VEH-0121,2025-08-21,Routine Maintenance,11,984.92
SERV-01821,VEH-0954,2023-03-17,Emergency Repair,4,1253.28
SERV-01822,VEH-0841,2025-02-14,Inspection,9,509.93
SERV-01823,VEH-0434,2024-06-14,Emergency Repair,3,856.85
SERV-01824,VEH-0701,2024-03-08,Emergency Repair,20,118.26
SERV-01825,VEH-0689,2025-03-24,Emergency Repair,16,1280.57
SERV-01826,VEH-0839,2024-06-03,Inspection,20,198.98
SERV-01827,VEH-0143,2023-11-24,Routine Maintenance,27,65.07
SERV-01828,VEH-0576,2025-03-03,Inspection,28,1047.02
SERV-01829,VEH-0450,2025-03-30,Repair,6,177.62
SERV-01830,VEH-0094,2025-04-05,Routine Maintenance,30,1047.95
SERV-01831,VEH-0466,2023-05-16,Inspection,29,1188.17
SERV-01832,VEH-0543,2023-10-12,Routine Maintenance,10,158.81
SERV-01833,VEH-0872,2025-04-29,Emergency Repair,9,1063.06
SERV-01834,VEH-0741,2023-11-10,Emergency Repair,4,233.12
SERV-01835,VEH-0808,2023-08-07,Emergency Repair,21,697.83
SERV-01836,VEH-0321,2024-09-02,Repair,19,742.99
SERV-01837,VEH-0486,2025-08-15,Inspection,11,1170.33
SERV-01838,VEH-0001,2024-12-05,Repair,3,432.53
SERV-01839,VEH-0339,2024-07-14,Routine Maintenance,12,859.85
SERV-01840,VEH-0631,2025-11-28,Repair,22,988.34
SERV-01841,VEH-0036,2025-05-06,Routine Maintenance,3,1459.06
SERV-01842,VEH-0489,2023-03-16,Repair,1,1022.22
SERV-01843,VEH-0632,2025-07-27,Emergency Repair,7,757.09
SERV-01844,VEH-0362,2025-07-01,Repair,27,906.26
SERV-01845,VEH-0108,2025-10-26,Inspection,25,1419.35
SERV-01846,VEH-0345,2025-04-07,Repair,28,781.54
SERV-01847,VEH-0611,2025-12-30,Repair,8,1379.21
SERV-01848,VEH-0255,2024-11-03,Emergency Repair,28,949.69
SERV-01849,VEH-0009,2023-10-17,Emergency Repair,7,149.53
SERV-01850,VEH-0572,2024-08-06,Repair,22,495.36
SERV-01851,VEH-0185,2025-12-16,Routine Maintenance,5,718.38
SERV-01852,VEH-0082,2023-03-15,Routine Maintenance,8,74.05
SERV-01853,VEH-0122,2025-08-18,Repair,9,91.45
SERV-01854,VEH-0748,2025-12-05,Emergency Repair,12,435.09
SERV-01855,VEH-0140,2025-04-27,Routine Maintenance,12,675.64
SERV-01856,VEH-0315,2023-07-14,Emergency Repair,17,674.73
SERV-01857,VEH-0444,2025-01-15,Routine Maintenance,15,445.25
SERV-01858,VEH-0872,2024-09-04,Routine Maintenance,21,604.66
SERV-01859,VEH-0310,2025-05-10,Repair,10,324.7
SERV-01860,VEH-0570,2023-11-09,Inspection,17,930.8
SERV-01861,VEH-0316,2025-08-20,Emergency Repair,4,1037.68
SERV-01862,VEH-0699,2024-02-12,Routine Maintenance,8,217.02
SERV-01863,VEH-0203,2024-08-20,Inspection,8,145.48
SERV-01864,VEH-0559,2023-05-24,Inspection,8,1329.77
SERV-01865,VEH-0672,2025-10-31,Emergency Repair,13,619.68
SERV-01866,VEH-0647,2023-05-09,Inspection,16,348.27
SERV-01867,VEH-0470,2025-10-13,Repair,12,973.5
SERV-01868,VEH-0477,2025-09-16,Inspection,24,54.5
SERV-01869,VEH-0670,2023-10-05,Emergency Repair,24,492.72
SERV-01870,VEH-0768,2024-01-25,Repair,11,1038.09
SERV-01871,VEH-0220,2023-11-22,Repair,11,1354.81
SERV-01872,VEH-0817,2024-08-16,Routine Maintenance,22,738.17
SERV-01873,VEH-0896,2024-06-15,Routine Maintenance,6,1462.84
SERV-01874,VEH-0972,2025-11-06,Routine Maintenance,6,1034.84
SERV-01875,VEH-0724,2025-11-01,Routine Maintenance,20,560.61
SERV-01876,VEH-0580,2025-09-30,Routine Maintenance,16,1316.17
SERV-01877,VEH-0864,2025-09-08,Routine Maintenance,2,1237.44
SERV-01878,VEH-0074,2025-08-24,Inspection,27,381.02
SERV-01879,VEH-0775,2025-09-28,Repair,25,262.55
SERV-01880,VEH-0423,2023-07-18,Routine Maintenance,10,1215.64
SERV-01881,VEH-0285,2024-01-31,Emergency Repair,16,1115.48
SERV-01882,VEH-0985,2025-07-22,Inspection,22,755.42
SERV-01883,VEH-0006,2025-06-16,Emergency Repair,1,1250.24
SERV-01884,VEH-0735,2025-01-26,Inspection,29,800.86
SERV-01885,VEH-0764,2025-06-20,Emergency Repair,4,441.41
SERV-01886,VEH-0519,2025-10-06,Routine Maintenance,5,1469.02
SERV-01887,VEH-0900,2025-04-30,Repair,12,771.86
SERV-01888,VEH-0143,2023-12-15,Emergency Repair,12,349.15
SERV-01889,VEH-0467,2024-02-14,Repair,30,1434.48
SERV-01890,VEH-0131,2023-06-19,Inspection,29,958.99
SERV-01891,VEH-0324,2025-05-10,Emergency Repair,29,814.01
SERV-01892,VEH-0415,2024-06-05,Inspection,29,530.23
SERV-01893,VEH-0993,2025-04-20,Inspection,10,326.33
SERV-01894,VEH-0859,2025-03-12,Inspection,27,937.93
SERV-01895,VEH-0607,2025-09-02,Emergency Repair,19,1453.82
SERV-01896,VEH-0024,2025-10-11,Inspection,10,209.78
SERV-01897,VEH-0415,2023-09-16,Emergency Repair,30,1044.01
SERV-01898,VEH-0424,2024-12-07,Repair,17,1451.67
SERV-01899,VEH-0631,2025-03-18,Repair,10,755.9
SERV-01900,VEH-0836,2023-01-04,Inspection,1,708.09
SERV-01901,VEH-0029,2025-05-09,Inspection,27,909.95
SERV-01902,VEH-0547,2023-04-20,Emergency Repair,10,57.38
SERV-01903,VEH-0407,2025-01-01,Routine Maintenance,2,414.58
SERV-01904,VEH-0301,2024-08-09,Inspection,26,1295.57
SERV-01905,VEH-0924,2025-06-04,Repair,3,1084.14
SERV-01906,VEH-0481,2023-12-22,Repair,14,898.58
SERV-01907,VEH-0216,2024-08-16,Inspection,8,96.6
SERV-01908,VEH-0998,2025-08-03,Repair,26,1033.83
SERV-01909,VEH-0650,2025-04-23,Emergency Repair,13,1452.01
SERV-01910,VEH-0513,2024-04-19,Inspection,30,487.93
SERV-01911,VEH-0479,2025-05-15,Repair,19,681.93
SERV-01912,VEH-0001,2024-01-12,Repair,22,1163.11
SERV-01913,VEH-0726,2024-10-21,Repair,14,853.71
SERV-01914,VEH-0027,2024-08-17,Inspection,3,481.13
SERV-01915,VEH-0024,2025-04-26,Emergency Repair,18,315.89
SERV-01916,VEH-0111,2025-12-24,Emergency Repair,4,250.98
SERV-01917,VEH-0292,2025-02-19,Inspection,17,1405.58
SERV-01918,VEH-0572,2025-05-29,Inspection,15,563.58
SERV-01919,VEH-0973,2024-12-23,Emergency Repair,14,718.86
SERV-01920,VEH-0585,2025-11-09,Routine Maintenance,25,660.33
SERV-01921,VEH-0715,2024-09-25,Inspection,26,401.84
SERV-01922,VEH-0142,2025-12-21,Inspection,5,950.29
SERV-01923,VEH-0656,2025-08-22,Inspection,2,1145.24
SERV-01924,VEH-0169,2025-06-18,Repair,13,1021.61
SERV-01925,VEH-0662,2025-08-10,Emergency Repair,27,128.8
SERV-01926,VEH-0383,2024-09-30,Inspection,27,1479.95
SERV-01927,VEH-0963,2024-09-23,Inspection,20,191.23
SERV-01928,VEH-0821,2024-01-15,Emergency Repair,23,530.4
SERV-01929,VEH-0438,2023-05-17,Routine Maintenance,24,897.7
SERV-01930,VEH-0597,2025-08-06,Routine Maintenance,23,347.34
SERV-01931,VEH-0139,2023-10-26,Emergency Repair,5,374.14
SERV-01932,VEH-0577,2023-10-14,Inspection,21,500.79
SERV-01933,VEH-0932,2023-10-01,Emergency Repair,20,1047.27
SERV-01934,VEH-0444,2024-06-05,Routine Maintenance,1,271.88
SERV-01935,VEH-0440,2024-03-18,Routine Maintenance,8,346.23
SERV-01936,VEH-0305,2024-08-13,Routine Maintenance,27,783.42
SERV-01937,VEH-0849,2025-08-20,Routine Maintenance,30,226.63
SERV-01938,VEH-0158,2025-06-27,Emergency Repair,6,1239.39
SERV-01939,VEH-0455,2025-11-05,Inspection,27,938.5
SERV-01940,VEH-0956,2025-06-01,Routine Maintenance,14,262.06
SERV-01941,VEH-0305,2023-05-08,Repair,5,1236.9
SERV-01942,VEH-0403,2023-11-29,Repair,17,1125.41
SERV-01943,VEH-0336,2025-08-07,Repair,16,746.68
SERV-01944,VEH-0633,2025-01-28,Routine Maintenance,19,764.8
SERV-01945,VEH-0831,2025-12-20,Inspection,13,609.44
SERV-01946,VEH-0272,2025-11-05,Routine Maintenance,15,654.5
SERV-01947,VEH-0015,2025-05-28,Repair,1,460.96
SERV-01948,VEH-0645,2024-06-11,Emergency Repair,1,891.78
SERV-01949,VEH-0362,2024-08-21,Emergency Repair,2,1366.76
SERV-01950,VEH-0849,2025-07-14,Repair,15,1329.52
SERV-01951,VEH-0242,2024-11-07,Inspection,1,1473.54
SERV-01952,VEH-0932,2024-09-25,Repair,12,1358.7
SERV-01953,VEH-0321,2025-10-19,Emergency Repair,17,141.01
SERV-01954,VEH-0597,2025-10-19,Repair,12,1001.1
SERV-01955,VEH-0690,2024-12-01,Emergency Repair,23,1295.06
SERV-01956,VEH-0260,2023-11-18,Inspection,26,1155.78
SERV-01957,VEH-0619,2025-03-04,Emergency Repair,3,1378.43
SERV-01958,VEH-0652,2025-04-01,Emergency Repair,13,1445.7
SERV-01959,VEH-0688,2023-11-13,Inspection,5,1061.76
SERV-01960,VEH-0144,2025-04-16,Inspection,19,945.34
SERV-01961,VEH-0671,2024-11-21,Routine Maintenance,2,92.81
SERV-01962,VEH-0813,2025-07-07,Repair,8,189.98
SERV-01963,VEH-0126,2023-07-27,Emergency Repair,30,1035.02
SERV-01964,VEH-0873,2024-03-27,Repair,25,1222.41
SERV-01965,VEH-0023,2024-03-17,Routine Maintenance,29,1327.1
SERV-01966,VEH-0475,2024-05-13,Emergency Repair,30,143.34
SERV-01967,VEH-0028,2025-11-14,Inspection,4,104.26
SERV-01968,VEH-0390,2022-08-22,Emergency Repair,25,592.77
SERV-01969,VEH-0745,2025-09-28,Routine Maintenance,30,302.4
SERV-01970,VEH-0377,2023-06-03,Emergency Repair,13,243.16
SERV-01971,VEH-0733,2025-02-24,Repair,7,416.12
SERV-01972,VEH-0426,2024-12-15,Inspection,8,341.73
SERV-01973,VEH-0398,2024-03-22,Emergency Repair,27,816.37
SERV-01974,VEH-0692,2023-03-19,Routine Maintenance,19,85.15
SERV-01975,VEH-0714,2024-09-03,Repair,2,1224.51
SERV-01976,VEH-0409,2023-12-30,Inspection,25,641.64
SERV-01977,VEH-0817,2025-10-04,Routine Maintenance,11,318.69
SERV-01978,VEH-0347,2025-06-14,Emergency Repair,7,1256.98
SERV-01979,VEH-0762,2025-12-28,Emergency Repair,17,560.55
SERV-01980,VEH-0647,2025-08-02,Repair,26,147.37
SERV-01981,VEH-0848,2025-01-31,Emergency Repair,28,152.76
SERV-01982,VEH-0836,2023-02-01,Repair,26,800.01
SERV-01983,VEH-0745,2024-12-30,Routine Maintenance,16,384.33
SERV-01984,VEH-0890,2025-09-02,Inspection,1,374.83
SERV-01985,VEH-0797,2024-08-03,Inspection,13,1069.75
SERV-01986,VEH-0143,2023-06-17,Repair,10,158.43
SERV-01987,VEH-0218,2024-11-01,Repair,28,800.75
SERV-01988,VEH-0592,2025-08-03,Inspection,13,947.04
SERV-01989,VEH-0645,2025-08-21,Routine Maintenance,19,732.92
SERV-01990,VEH-0052,2024-10-21,Routine Maintenance,2,540.17
SERV-01991,VEH-0573,2024-01-20,Repair,11,1337.64
SERV-01992,VEH-0035,2023-04-10,Repair,7,843.28
SERV-01993,VEH-0047,2024-04-05,Routine Maintenance,8,765.65
SERV-01994,VEH-0101,2025-08-07,Routine Maintenance,12,1472.53
SERV-01995,VEH-0492,2025-05-31,Routine Maintenance,29,849.57
SERV-01996,VEH-0842,2024-08-21,Inspection,24,110.52
SERV-01997,VEH-0952,2024-02-07,Emergency Repair,17,376.61
SERV-01998,VEH-0409,2024-12-17,Emergency Repair,16,489.96
SERV-01999,VEH-0018,2025-11-02,Repair,1,1400.31
SERV-02000,VEH-0767,2024-03-20,Repair,18,931.8
SERV-02001,VEH-0605,2025-06-13,Routine Maintenance,18,749.15
SERV-02002,VEH-0443,2025-01-11,Emergency Repair,23,231.59
SERV-02003,VEH-0349,2025-06-20,Repair,4,685.03
SERV-02004,VEH-0226,2024-11-28,Inspection,7,547.53
SERV-02005,VEH-0092,2024-07-21,Repair,8,183.39
SERV-02006,VEH-0608,2025-01-24,Repair,14,1133.84
SERV-02007,VEH-0998,2024-09-20,Routine Maintenance,28,1093.75
SERV-02008,VEH-0792,2025-07-01,Routine Maintenance,3,132.15
SERV-02009,VEH-0697,2024-12-06,Repair,10,113.39
SERV-02010,VEH-0171,2024-02-21,Repair,10,238.09
SERV-02011,VEH-0353,2024-09-26,Emergency Repair,22,227.45
SERV-02012,VEH-0936,2023-05-11,Routine Maintenance,9,1410.64
SERV-02013,VEH-0199,2024-01-27,Emergency Repair,23,1116.07
SERV-02014,VEH-0309,2024-08-05,Repair,15,1084.04
SERV-02015,VEH-0740,2025-04-06,Inspection,28,997.78
SERV-02016,VEH-0008,2025-06-19,Inspection,11,1061.77
SERV-02017,VEH-0582,2025-04-23,Routine Maintenance,2,552.62
SERV-02018,VEH-0891,2024-08-29,Emergency Repair,9,163.75
SERV-02019,VEH-0299,2025-01-09,Repair,10,1125.77
SERV-02020,VEH-0286,2023-12-20,Routine Maintenance,12,1101.12
SERV-02021,VEH-0938,2023-05-01,Routine Maintenance,8,1062.6
SERV-02022,VEH-0098,2025-11-15,Emergency Repair,4,80.87
SERV-02023,VEH-0434,2025-10-29,Routine Maintenance,9,453.05
SERV-02024,VEH-0241,2025-04-16,Inspection,27,1449.39
SERV-02025,VEH-0354,2022-10-31,Inspection,28,934.13
SERV-02026,VEH-0297,2025-02-28,Routine Maintenance,28,604.75
SERV-02027,VEH-0203,2025-10-12,Routine Maintenance,8,348.31
SERV-02028,VEH-0287,2023-10-05,Emergency Repair,18,125.78
SERV-02029,VEH-0886,2024-05-20,Routine Maintenance,18,1156.34
SERV-02030,VEH-0745,2024-11-22,Inspection,30,1250.83
SERV-02031,VEH-0897,2025-03-02,Repair,25,89.65
SERV-02032,VEH-0831,2025-11-27,Emergency Repair,28,669.95
SERV-02033,VEH-0661,2022-11-17,Routine Maintenance,18,612.76
SERV-02034,VEH-0104,2025-12-12,Inspection,28,1486.79
SERV-02035,VEH-0508,2024-09-28,Emergency Repair,14,880.27
SERV-02036,VEH-0956,2025-10-11,Inspection,6,1442.44
SERV-02037,VEH-0792,2024-07-12,Repair,5,1366.18
SERV-02038,VEH-0141,2024-02-15,Inspection,3,1498.27
SERV-02039,VEH-0331,2025-06-24,Inspection,11,878.07
SERV-02040,VEH-0933,2022-08-07,Inspection,12,439.68
SERV-02041,VEH-0697,2024-05-27,Routine Maintenance,4,495.0
SERV-02042,VEH-0697,2025-07-21,Inspection,27,433.55
SERV-02043,VEH-0627,2024-10-22,Emergency Repair,15,75.04
SERV-02044,VEH-0970,2024-11-11,Emergency Repair,2,1450.53
SERV-02045,VEH-0278,2025-10-11,Repair,14,134.95
SERV-02046,VEH-0756,2024-01-17,Inspection,29,934.98
SERV-02047,VEH-0028,2024-03-14,Routine Maintenance,15,310.72
SERV-02048,VEH-0103,2025-08-28,Inspection,9,1310.13
SERV-02049,VEH-0473,2024-03-11,Repair,21,303.02
SERV-02050,VEH-0876,2025-10-06,Routine Maintenance,8,215.95
SERV-02051,VEH-0185,2022-12-08,Repair,22,784.74
SERV-02052,VEH-0324,2025-01-23,Inspection,2,852.44
SERV-02053,VEH-0989,2025-05-02,Routine Maintenance,23,1488.36
SERV-02054,VEH-0633,2024-12-26,Routine Maintenance,22,1275.15
SERV-02055,VEH-0742,2024-09-01,Routine Maintenance,20,390.31
SERV-02056,VEH-0587,2024-12-01,Routine Maintenance,17,693.53
SERV-02057,VEH-0320,2025-06-02,Routine Maintenance,8,345.86
SERV-02058,VEH-0530,2025-03-17,Emergency Repair,3,980.74
